session_id,user_id,session_start,session_end,session_duration_sec,session_number,days_since_registration,lessons_started,lessons_completed,screens_viewed
21282,5825,2026-02-08 12:05:00,2026-02-08 12:17:00,720,2,0,1,1,9
21281,5825,2026-02-08 15:17:00,2026-02-08 15:26:54,594,1,0,1,1,10
21283,5825,2026-02-08 16:55:00,2026-02-08 17:04:27,567,3,0,2,0,10
21284,5825,2026-02-08 22:46:00,2026-02-08 22:54:50,530,4,0,4,0,6
21286,5825,2026-02-11 09:29:00,2026-02-11 09:38:45,585,6,3,1,1,7
21288,5826,2026-02-08 11:18:00,2026-02-08 11:28:40,640,2,0,2,0,9
21287,5826,2026-02-08 11:54:00,2026-02-08 12:03:37,577,1,0,2,2,9
21289,5826,2026-02-10 07:48:00,2026-02-10 07:57:02,542,3,2,2,1,3
21290,5826,2026-02-10 18:12:00,2026-02-10 18:24:39,759,4,2,2,1,13
21291,5826,2026-02-12 17:15:00,2026-02-12 17:24:27,567,5,4,2,2,7
21292,5826,2026-02-14 20:32:00,2026-02-14 20:43:54,714,6,6,0,0,8
21293,5827,2026-02-03 20:59:00,2026-02-03 21:04:11,311,1,0,0,0,6
21294,5828,2026-02-10 21:28:00,2026-02-10 21:31:30,210,1,0,1,1,8
21295,5829,2026-02-02 17:19:57,2026-02-02 17:26:39,402,1,0,4,3,5
21296,5829,2026-02-04 17:54:00,2026-02-04 18:01:07,427,2,2,1,1,5
21297,5830,2026-02-07 17:28:00,2026-02-07 17:31:34,214,1,0,0,0,11
21298,5831,2026-02-05 15:40:00,2026-02-05 15:44:31,271,1,0,0,0,4
21299,5831,2026-02-07 21:46:00,2026-02-07 21:51:12,312,2,2,3,0,7
21300,5831,2026-02-10 15:15:00,2026-02-10 15:19:17,257,3,5,1,0,5
21301,5831,2026-02-12 13:48:00,2026-02-12 13:51:08,188,4,7,0,0,8
21302,5832,2026-02-03 10:53:00,2026-02-03 10:59:42,402,1,0,0,0,12
21303,5832,2026-02-03 13:05:00,2026-02-03 13:14:34,574,2,0,0,0,8
21304,5832,2026-02-09 21:48:00,2026-02-09 21:54:17,377,3,6,0,0,5
21305,5832,2026-02-10 08:15:00,2026-02-10 08:19:25,265,4,7,0,0,5
21306,5833,2026-02-12 17:16:00,2026-02-12 17:19:03,183,1,0,3,1,7
21307,5834,2026-02-04 17:29:00,2026-02-04 17:38:02,542,1,0,3,0,5
21308,5834,2026-02-06 15:08:00,2026-02-06 15:19:01,661,2,2,3,1,3
21309,5834,2026-02-06 16:30:00,2026-02-06 16:42:26,746,3,2,3,1,6
21310,5835,2026-02-04 16:34:00,2026-02-04 16:42:44,524,1,0,0,0,4
21311,5835,2026-02-04 17:04:00,2026-02-04 17:09:00,300,2,0,1,1,12
21312,5835,2026-02-06 12:43:00,2026-02-06 12:47:23,263,3,2,3,2,8
21313,5835,2026-02-06 19:52:00,2026-02-06 19:57:22,322,4,2,1,0,5
21314,5835,2026-02-08 15:53:00,2026-02-08 15:58:37,337,5,4,2,1,10
21315,5836,2026-02-12 23:55:33,2026-02-13 00:00:11,278,1,0,1,1,3
21317,5837,2026-02-13 14:20:00,2026-02-13 14:25:24,324,2,0,0,0,7
21316,5837,2026-02-13 21:31:00,2026-02-13 21:36:55,355,1,0,0,0,8
21318,5837,2026-02-14 11:39:00,2026-02-14 11:43:11,251,3,1,1,0,5
21319,5837,2026-02-15 07:17:00,2026-02-15 07:19:57,177,4,2,2,1,4
21320,5837,2026-02-19 08:26:00,2026-02-19 08:28:52,172,5,6,2,0,11
21321,5838,2026-02-01 12:37:56,2026-02-01 12:47:09,553,1,0,3,3,4
21322,5838,2026-02-02 22:21:00,2026-02-02 22:28:42,462,2,1,1,1,8
21323,5838,2026-02-03 14:22:00,2026-02-03 14:30:04,484,3,2,0,0,8
21325,5839,2026-02-04 08:50:00,2026-02-04 08:56:44,404,2,0,1,0,10
21326,5839,2026-02-04 13:22:00,2026-02-04 13:25:27,207,3,0,0,0,4
21324,5839,2026-02-04 22:26:59,2026-02-04 22:32:13,314,1,0,0,0,12
21327,5839,2026-02-07 13:08:00,2026-02-07 13:11:50,230,4,3,0,0,5
21328,5839,2026-02-07 14:04:00,2026-02-07 14:08:15,255,5,3,0,0,6
21330,5840,2026-02-10 08:10:00,2026-02-10 08:18:56,536,2,0,0,0,12
21329,5840,2026-02-10 22:14:00,2026-02-10 22:24:45,645,1,0,0,0,7
21332,5840,2026-02-11 11:02:00,2026-02-11 11:07:48,348,4,1,1,1,4
21333,5840,2026-02-11 12:10:00,2026-02-11 12:19:01,541,5,1,0,0,10
21331,5840,2026-02-11 12:59:00,2026-02-11 13:07:06,486,3,1,1,1,5
21334,5840,2026-02-15 09:52:00,2026-02-15 10:00:39,519,6,5,0,0,4
21336,5841,2026-02-11 09:43:00,2026-02-11 09:47:25,265,2,0,2,1,5
21335,5841,2026-02-11 22:50:16,2026-02-11 22:54:52,276,1,0,1,0,6
21338,5841,2026-02-12 07:09:00,2026-02-12 07:13:00,240,4,1,1,0,10
21337,5841,2026-02-12 07:28:00,2026-02-12 07:30:12,132,3,1,2,0,7
21339,5841,2026-02-14 08:22:00,2026-02-14 08:24:18,138,5,3,1,0,7
21340,5842,2026-02-15 00:23:42,2026-02-15 00:29:52,370,1,1,0,0,7
21342,5843,2026-02-08 11:51:00,2026-02-08 11:53:19,139,2,0,0,0,5
21341,5843,2026-02-08 18:39:54,2026-02-08 18:44:57,303,1,0,0,0,6
21343,5843,2026-02-09 20:27:00,2026-02-09 20:30:34,214,3,1,1,0,5
21345,5844,2026-02-01 14:08:00,2026-02-01 14:17:01,541,2,0,0,0,7
21344,5844,2026-02-01 19:10:00,2026-02-01 19:19:58,598,1,0,2,2,9
21346,5844,2026-02-02 21:25:00,2026-02-02 21:32:11,431,3,1,2,1,7
21347,5844,2026-02-04 20:17:00,2026-02-04 20:25:10,490,4,3,2,2,8
21348,5845,2026-02-13 18:52:00,2026-02-13 18:54:31,151,1,0,0,0,11
21349,5846,2026-02-03 19:44:00,2026-02-03 19:46:36,156,1,0,0,0,3
21350,5847,2026-02-02 21:21:00,2026-02-02 21:24:28,208,1,0,1,0,7
21351,5847,2026-02-03 15:44:00,2026-02-03 15:48:27,267,2,1,1,0,5
21353,5848,2026-02-10 07:20:00,2026-02-10 07:29:15,555,2,0,1,1,7
21352,5848,2026-02-10 19:54:00,2026-02-10 20:02:56,536,1,0,2,1,6
21354,5848,2026-02-11 12:42:00,2026-02-11 12:50:51,531,3,1,2,1,7
21355,5848,2026-02-15 11:16:00,2026-02-15 11:26:46,646,4,5,1,1,11
21356,5849,2026-02-09 20:55:00,2026-02-09 20:56:47,107,1,0,0,0,5
21357,5849,2026-02-11 15:18:00,2026-02-11 15:20:28,148,2,2,0,0,6
21358,5850,2026-02-01 20:32:24,2026-02-01 20:36:36,252,1,0,0,0,10
21359,5851,2026-02-03 09:06:44,2026-02-03 09:11:50,306,1,0,1,0,6
21360,5851,2026-02-03 10:20:00,2026-02-03 10:23:58,238,2,0,0,0,11
21361,5851,2026-02-05 17:16:00,2026-02-05 17:22:41,401,3,2,1,0,7
21362,5851,2026-02-08 17:54:00,2026-02-08 17:59:42,342,4,5,1,0,7
21363,5852,2026-02-09 16:34:00,2026-02-09 16:37:31,211,1,0,2,0,5
21364,5852,2026-02-11 07:03:00,2026-02-11 07:10:43,463,2,2,0,0,5
21365,5852,2026-02-13 21:12:00,2026-02-13 21:17:19,319,3,4,1,0,8
21366,5853,2026-02-04 14:13:50,2026-02-04 14:17:23,213,1,0,1,0,4
21367,5854,2026-02-10 15:29:26,2026-02-10 15:33:32,246,1,0,1,0,12
21368,5854,2026-02-15 22:33:00,2026-02-15 22:36:45,225,2,5,1,1,9
21369,5855,2026-02-06 18:51:08,2026-02-06 18:57:53,405,1,0,0,0,8
21370,5855,2026-02-08 09:06:00,2026-02-08 09:10:50,290,2,2,1,0,8
21371,5855,2026-02-10 15:06:00,2026-02-10 15:08:14,134,3,4,0,0,9
21372,5856,2026-02-09 14:19:00,2026-02-09 14:28:03,543,1,0,0,0,6
21373,5856,2026-02-09 14:53:00,2026-02-09 15:00:27,447,2,0,3,0,9
21374,5856,2026-02-11 17:29:00,2026-02-11 17:36:02,422,3,2,0,0,7
21375,5857,2026-02-07 20:25:00,2026-02-07 20:27:38,158,1,0,1,1,11
21376,5857,2026-02-12 21:02:00,2026-02-12 21:06:49,289,2,5,1,0,7
21378,5858,2026-02-06 13:11:00,2026-02-06 13:14:14,194,2,0,0,0,6
21377,5858,2026-02-06 13:38:00,2026-02-06 13:41:54,234,1,0,0,0,9
21379,5859,2026-02-05 20:22:54,2026-02-05 20:31:36,522,1,0,1,1,8
21380,5859,2026-02-09 11:44:00,2026-02-09 11:51:18,438,2,4,3,0,8
21381,5859,2026-02-12 10:49:00,2026-02-12 10:56:27,447,3,7,2,1,8
21383,5860,2026-02-10 07:49:00,2026-02-10 07:57:56,536,2,0,3,1,5
21384,5860,2026-02-10 08:47:00,2026-02-10 08:54:05,425,3,0,3,3,6
21382,5860,2026-02-10 18:50:12,2026-02-10 18:58:12,480,1,0,1,0,2
21385,5860,2026-02-12 19:34:00,2026-02-12 19:40:34,394,4,2,2,1,8
21386,5861,2026-02-08 17:47:00,2026-02-08 17:49:44,164,1,0,0,0,10
21387,5862,2026-02-09 13:43:00,2026-02-09 13:44:11,71,1,0,2,0,9
21388,5862,2026-02-10 21:33:00,2026-02-10 21:35:18,138,2,1,0,0,13
21389,5863,2026-02-09 09:17:00,2026-02-09 09:25:14,494,1,0,3,0,4
21390,5863,2026-02-11 17:27:00,2026-02-11 17:34:29,449,2,2,2,0,10
21391,5863,2026-02-12 21:03:00,2026-02-12 21:08:45,345,3,3,2,2,7
21393,5864,2026-02-03 20:25:00,2026-02-03 20:32:45,465,2,0,0,0,11
21392,5864,2026-02-03 22:03:00,2026-02-03 22:08:01,301,1,0,1,0,6
21394,5864,2026-02-04 19:26:00,2026-02-04 19:32:12,372,3,1,5,4,7
21395,5865,2026-02-13 21:06:00,2026-02-13 21:06:50,50,1,0,0,0,9
21396,5866,2026-02-08 21:54:48,2026-02-08 21:57:13,145,1,0,0,0,10
21397,5866,2026-02-09 22:11:00,2026-02-09 22:14:14,194,2,1,0,0,6
21398,5867,2026-02-11 09:15:00,2026-02-11 09:21:37,397,1,0,1,1,4
21400,5867,2026-02-12 19:34:00,2026-02-12 19:42:19,499,3,1,1,1,8
21399,5867,2026-02-12 21:41:00,2026-02-12 21:47:48,408,2,1,2,0,9
21401,5868,2026-02-13 11:56:00,2026-02-13 12:06:21,621,1,0,1,1,7
21402,5868,2026-02-13 21:05:00,2026-02-13 21:12:22,442,2,0,2,1,7
21403,5868,2026-02-14 16:26:00,2026-02-14 16:34:22,502,3,1,1,0,6
21404,5868,2026-02-15 10:32:00,2026-02-15 10:41:00,540,4,2,0,0,14
21405,5868,2026-02-17 20:46:00,2026-02-17 20:53:23,443,5,4,5,1,8
21406,5868,2026-02-19 17:38:00,2026-02-19 17:44:36,396,6,6,3,1,7
21407,5869,2026-02-13 23:20:06,2026-02-13 23:31:24,678,1,0,3,2,5
21408,5869,2026-02-18 15:43:00,2026-02-18 15:51:25,505,2,5,2,2,2
21409,5870,2026-02-10 14:58:00,2026-02-10 15:06:57,537,1,0,1,1,6
21410,5870,2026-02-14 09:13:00,2026-02-14 09:25:09,729,2,4,3,3,8
21412,5871,2026-02-12 11:11:00,2026-02-12 11:21:49,649,2,0,2,2,5
21411,5871,2026-02-12 18:57:00,2026-02-12 19:06:44,584,1,0,2,2,3
21413,5871,2026-02-13 22:23:00,2026-02-13 22:33:02,602,3,1,3,2,4
21414,5872,2026-02-07 14:59:00,2026-02-07 15:06:17,437,1,0,2,2,8
21415,5873,2026-02-11 17:49:00,2026-02-11 18:02:31,811,1,0,1,1,6
21416,5874,2026-02-05 12:09:08,2026-02-05 12:14:08,300,1,0,1,0,2
21417,5874,2026-02-06 16:11:00,2026-02-06 16:16:02,302,2,1,0,0,9
21418,5875,2026-02-11 01:05:31,2026-02-11 01:09:56,265,1,1,0,0,2
21420,5876,2026-02-02 10:40:00,2026-02-02 10:48:35,515,2,0,0,0,7
21419,5876,2026-02-02 18:43:00,2026-02-02 18:50:49,469,1,0,2,1,6
21421,5877,2026-02-13 20:04:00,2026-02-13 20:06:34,154,1,0,3,0,8
21422,5878,2026-02-04 11:11:00,2026-02-04 11:15:58,298,1,0,3,1,13
21424,5878,2026-02-05 17:07:00,2026-02-05 17:07:50,50,3,1,2,0,12
21423,5878,2026-02-05 18:40:00,2026-02-05 18:45:47,347,2,1,0,0,5
21428,5879,2026-02-10 07:45:00,2026-02-10 07:51:05,365,4,0,1,1,10
21426,5879,2026-02-10 08:08:00,2026-02-10 08:16:56,536,2,0,0,0,5
21425,5879,2026-02-10 20:19:00,2026-02-10 20:26:33,453,1,0,0,0,5
21427,5879,2026-02-10 20:36:00,2026-02-10 20:44:15,495,3,0,1,1,4
21430,5880,2026-02-01 09:04:00,2026-02-01 09:09:36,336,2,0,0,0,8
21429,5880,2026-02-01 21:35:00,2026-02-01 21:43:18,498,1,0,1,1,6
21431,5880,2026-02-02 16:33:00,2026-02-02 16:36:29,209,3,1,2,0,7
21433,5880,2026-02-03 07:00:00,2026-02-03 07:05:26,326,5,2,0,0,8
21432,5880,2026-02-03 18:21:00,2026-02-03 18:23:36,156,4,2,0,0,8
21434,5881,2026-02-03 09:30:00,2026-02-03 09:32:13,133,1,0,0,0,9
21435,5882,2026-02-14 19:31:22,2026-02-14 19:40:48,566,1,0,2,0,7
21436,5882,2026-02-14 21:36:00,2026-02-14 21:45:28,568,2,0,2,2,5
21437,5882,2026-02-21 22:45:00,2026-02-21 22:53:13,493,3,7,1,0,10
21439,5883,2026-02-12 12:17:00,2026-02-12 12:22:00,300,2,0,1,0,2
21438,5883,2026-02-12 21:02:00,2026-02-12 21:09:31,451,1,0,1,1,6
21440,5883,2026-02-13 21:05:00,2026-02-13 21:09:59,299,3,1,2,2,14
21441,5884,2026-02-04 10:05:00,2026-02-04 10:15:00,600,1,0,3,3,8
21442,5884,2026-02-04 10:56:00,2026-02-04 11:07:05,665,2,0,0,0,5
21443,5884,2026-02-06 17:43:00,2026-02-06 17:53:38,638,3,2,2,2,2
21444,5884,2026-02-08 14:12:00,2026-02-08 14:21:32,572,4,4,3,3,1
21445,5884,2026-02-08 17:32:00,2026-02-08 17:45:53,833,5,4,0,0,11
21446,5885,2026-02-02 20:57:51,2026-02-02 21:02:59,308,1,0,0,0,9
21447,5886,2026-02-12 22:50:00,2026-02-12 22:54:13,253,1,0,0,0,13
21449,5886,2026-02-14 10:27:00,2026-02-14 10:32:30,330,3,2,0,0,6
21448,5886,2026-02-14 12:13:00,2026-02-14 12:18:26,326,2,2,0,0,3
21450,5887,2026-02-14 21:49:48,2026-02-14 21:57:46,478,1,0,3,1,5
21451,5887,2026-02-16 07:07:00,2026-02-16 07:14:42,462,2,2,3,1,10
21452,5887,2026-02-16 11:30:00,2026-02-16 11:38:48,528,3,2,3,3,9
21454,5888,2026-02-03 12:37:00,2026-02-03 12:42:07,307,2,0,1,1,5
21453,5888,2026-02-03 13:52:00,2026-02-03 13:59:03,423,1,0,2,0,6
21455,5888,2026-02-05 14:13:00,2026-02-05 14:20:11,431,3,2,2,1,4
21456,5888,2026-02-07 20:33:00,2026-02-07 20:41:05,485,4,4,4,1,5
21458,5889,2026-02-10 12:11:00,2026-02-10 12:15:52,292,2,0,1,0,5
21457,5889,2026-02-10 20:11:00,2026-02-10 20:13:05,125,1,0,1,0,9
21459,5890,2026-02-04 23:41:23,2026-02-04 23:46:27,304,1,0,2,0,3
21461,5891,2026-02-11 10:44:00,2026-02-11 10:49:42,342,2,0,1,0,9
21460,5891,2026-02-11 16:12:00,2026-02-11 16:17:54,354,1,0,1,0,8
21462,5891,2026-02-16 08:31:00,2026-02-16 08:36:55,355,3,5,1,0,5
21463,5891,2026-02-17 13:08:00,2026-02-17 13:10:49,169,4,6,4,0,7
21465,5892,2026-02-06 08:21:00,2026-02-06 08:27:57,417,2,0,2,2,7
21464,5892,2026-02-06 21:33:00,2026-02-06 21:38:05,305,1,0,2,0,9
21466,5892,2026-02-09 20:33:00,2026-02-09 20:37:58,298,3,3,2,1,7
21467,5892,2026-02-13 10:49:00,2026-02-13 10:57:08,488,4,7,0,0,8
21468,5892,2026-02-13 22:30:00,2026-02-13 22:37:50,470,5,7,1,1,4
21471,5893,2026-02-02 08:43:00,2026-02-02 08:49:40,400,3,0,2,2,8
21469,5893,2026-02-02 19:18:00,2026-02-02 19:23:31,331,1,0,3,2,3
21470,5893,2026-02-02 22:53:00,2026-02-02 23:06:10,790,2,0,2,2,8
21472,5893,2026-02-03 14:52:00,2026-02-03 15:01:12,552,4,1,0,0,5
21473,5893,2026-02-05 10:44:00,2026-02-05 10:51:31,451,5,3,1,0,10
21474,5894,2026-02-05 14:56:01,2026-02-05 15:02:52,411,1,0,1,1,8
21475,5894,2026-02-06 14:23:00,2026-02-06 14:32:30,570,2,1,5,0,5
21476,5895,2026-02-08 14:37:38,2026-02-08 14:38:49,71,1,0,2,0,12
21479,5896,2026-02-12 09:49:00,2026-02-12 09:54:10,310,3,0,1,0,9
21477,5896,2026-02-12 13:40:00,2026-02-12 13:42:49,169,1,0,1,1,7
21478,5896,2026-02-12 18:17:00,2026-02-12 18:23:11,371,2,0,0,0,3
21480,5896,2026-02-13 09:52:00,2026-02-13 09:57:03,303,4,1,0,0,16
21481,5896,2026-02-14 16:55:00,2026-02-14 17:00:09,309,5,2,0,0,3
21482,5896,2026-02-18 14:45:00,2026-02-18 14:51:16,376,6,6,0,0,3
21483,5897,2026-02-01 20:35:00,2026-02-01 20:38:54,234,1,0,0,0,3
21485,5898,2026-02-14 08:04:00,2026-02-14 08:13:05,545,2,0,1,0,5
21486,5898,2026-02-14 11:27:00,2026-02-14 11:35:59,539,3,0,1,1,7
21484,5898,2026-02-14 12:47:00,2026-02-14 12:59:54,774,1,0,0,0,10
21487,5898,2026-02-14 16:05:00,2026-02-14 16:13:38,518,4,0,0,0,7
21488,5898,2026-02-15 07:52:00,2026-02-15 08:02:38,638,5,1,2,0,6
21490,5898,2026-02-16 08:59:00,2026-02-16 09:08:39,579,7,2,0,0,5
21489,5898,2026-02-16 15:36:00,2026-02-16 15:42:51,411,6,2,0,0,1
21491,5898,2026-02-17 13:16:00,2026-02-17 13:24:55,535,8,3,4,1,9
21492,5899,2026-02-10 09:28:00,2026-02-10 09:37:09,549,1,0,0,0,9
21493,5899,2026-02-10 18:09:00,2026-02-10 18:16:39,459,2,0,3,1,7
21494,5899,2026-02-10 20:10:00,2026-02-10 20:20:10,610,3,0,3,1,4
21496,5899,2026-02-12 11:24:00,2026-02-12 11:32:56,536,5,2,3,1,7
21497,5899,2026-02-12 15:24:00,2026-02-12 15:33:58,598,6,2,3,1,4
21495,5899,2026-02-12 19:58:00,2026-02-12 20:05:25,445,4,2,0,0,8
21498,5899,2026-02-16 08:10:00,2026-02-16 08:19:34,574,7,6,0,0,4
21499,5900,2026-02-13 18:46:00,2026-02-13 18:53:47,467,1,0,1,0,5
21500,5901,2026-02-14 15:52:00,2026-02-14 15:54:43,163,1,0,1,0,11
21501,5902,2026-02-03 19:55:00,2026-02-03 19:55:50,50,1,0,1,0,7
21502,5903,2026-02-02 10:32:00,2026-02-02 10:36:42,282,1,0,0,0,4
21503,5904,2026-02-11 22:13:02,2026-02-11 22:18:49,347,1,0,0,0,13
21505,5905,2026-02-03 13:43:00,2026-02-03 13:49:46,406,2,0,2,2,4
21504,5905,2026-02-03 16:39:00,2026-02-03 16:42:19,199,1,0,0,0,8
21506,5905,2026-02-03 22:59:00,2026-02-03 23:06:23,443,3,0,3,0,5
21507,5906,2026-02-03 11:36:00,2026-02-03 11:46:24,624,1,0,1,1,8
21508,5906,2026-02-03 17:33:00,2026-02-03 17:42:49,589,2,0,0,0,8
21509,5906,2026-02-03 21:33:00,2026-02-03 21:40:40,460,3,0,4,2,6
21510,5906,2026-02-04 09:09:00,2026-02-04 09:20:36,696,4,1,1,1,6
21512,5907,2026-02-07 10:17:00,2026-02-07 10:26:01,541,2,0,2,1,3
21514,5907,2026-02-07 19:12:00,2026-02-07 19:17:30,330,4,0,2,1,1
21511,5907,2026-02-07 22:31:00,2026-02-07 22:35:57,297,1,0,0,0,11
21513,5907,2026-02-07 22:50:00,2026-02-07 22:57:58,478,3,0,1,1,6
21516,5908,2026-02-13 09:09:00,2026-02-13 09:19:09,609,2,0,1,0,8
21517,5908,2026-02-13 15:19:00,2026-02-13 15:27:20,500,3,0,1,1,7
21515,5908,2026-02-13 21:32:00,2026-02-13 21:42:12,612,1,0,0,0,4
21518,5908,2026-02-19 16:24:00,2026-02-19 16:32:50,530,4,6,0,0,5
21519,5909,2026-02-12 10:46:00,2026-02-12 10:55:53,593,1,0,2,2,7
21520,5909,2026-02-12 11:27:00,2026-02-12 11:36:35,575,2,0,3,0,7
21522,5909,2026-02-13 15:13:00,2026-02-13 15:21:43,523,4,1,2,2,8
21521,5909,2026-02-13 16:02:00,2026-02-13 16:08:41,401,3,1,3,3,10
21523,5909,2026-02-14 12:26:00,2026-02-14 12:34:42,522,5,2,2,2,6
21524,5909,2026-02-14 15:34:00,2026-02-14 15:40:40,400,6,2,3,2,4
21525,5909,2026-02-14 16:00:00,2026-02-14 16:10:22,622,7,2,2,0,6
21526,5909,2026-02-15 16:27:00,2026-02-15 16:34:48,468,8,3,7,1,10
21528,5909,2026-02-16 11:27:00,2026-02-16 11:34:41,461,10,4,0,0,5
21527,5909,2026-02-16 21:10:00,2026-02-16 21:19:54,594,9,4,1,1,8
21529,5910,2026-02-08 22:57:00,2026-02-08 23:02:36,336,1,0,0,0,7
21530,5910,2026-02-14 09:12:00,2026-02-14 09:19:01,421,2,6,0,0,8
21531,5911,2026-02-03 19:51:28,2026-02-03 19:54:25,177,1,0,3,0,2
21533,5912,2026-02-05 11:54:00,2026-02-05 11:59:11,311,2,0,2,0,9
21532,5912,2026-02-05 17:12:26,2026-02-05 17:17:34,308,1,0,0,0,16
21534,5913,2026-02-10 15:54:01,2026-02-10 15:55:42,101,1,0,2,1,5
21535,5914,2026-02-03 18:00:00,2026-02-03 18:09:15,555,1,0,0,0,7
21536,5914,2026-02-05 22:07:00,2026-02-05 22:16:22,562,2,2,1,1,7
21538,5915,2026-02-08 17:54:00,2026-02-08 18:02:02,482,2,0,1,1,7
21537,5915,2026-02-08 20:46:00,2026-02-08 20:53:29,449,1,0,1,1,8
21539,5915,2026-02-09 12:11:00,2026-02-09 12:18:35,455,3,1,0,0,3
21540,5915,2026-02-11 08:27:00,2026-02-11 08:34:32,452,4,3,1,0,4
21543,5916,2026-02-01 10:18:00,2026-02-01 10:27:13,553,3,0,0,0,11
21541,5916,2026-02-01 14:43:00,2026-02-01 14:51:05,485,1,0,2,2,6
21542,5916,2026-02-01 21:08:00,2026-02-01 21:15:01,421,2,0,1,1,5
21544,5916,2026-02-05 11:26:00,2026-02-05 11:32:57,417,4,4,0,0,7
21545,5916,2026-02-07 16:27:00,2026-02-07 16:33:21,381,5,6,2,1,6
21546,5917,2026-02-05 14:56:42,2026-02-05 14:59:43,181,1,0,0,0,6
21547,5918,2026-02-04 11:28:36,2026-02-04 11:29:59,83,1,0,1,1,8
21548,5919,2026-02-10 13:12:40,2026-02-10 13:21:36,536,1,0,2,2,6
21549,5919,2026-02-13 12:56:00,2026-02-13 13:03:46,466,2,3,2,1,4
21550,5920,2026-02-13 20:29:38,2026-02-13 20:34:12,274,1,0,1,0,5
21552,5921,2026-02-03 10:01:00,2026-02-03 10:10:46,586,2,0,1,1,4
21551,5921,2026-02-03 11:17:00,2026-02-03 11:28:13,673,1,0,1,1,6
21553,5921,2026-02-03 17:47:00,2026-02-03 17:58:12,672,3,0,1,1,5
21554,5921,2026-02-05 17:29:00,2026-02-05 17:36:39,459,4,2,3,2,8
21555,5921,2026-02-06 10:17:00,2026-02-06 10:26:20,560,5,3,2,1,6
21556,5921,2026-02-06 22:16:00,2026-02-06 22:28:40,760,6,3,1,1,5
21557,5921,2026-02-09 09:32:00,2026-02-09 09:42:08,608,7,6,5,1,5
21558,5922,2026-02-12 18:20:00,2026-02-12 18:23:55,235,1,0,0,0,8
21560,5923,2026-02-10 13:07:00,2026-02-10 13:14:08,428,2,0,1,1,7
21559,5923,2026-02-10 15:00:00,2026-02-10 15:06:28,388,1,0,2,1,7
21561,5923,2026-02-11 14:28:00,2026-02-11 14:34:07,367,3,1,4,0,8
21562,5923,2026-02-14 15:45:00,2026-02-14 15:53:39,519,4,4,1,1,8
21563,5924,2026-02-14 14:13:02,2026-02-14 14:19:57,415,1,0,1,1,5
21564,5925,2026-02-13 20:14:03,2026-02-13 20:18:20,257,1,0,1,1,5
21565,5925,2026-02-14 19:02:00,2026-02-14 19:11:14,554,2,1,4,1,15
21566,5926,2026-02-02 14:48:00,2026-02-02 14:51:10,190,1,0,0,0,7
21568,5926,2026-02-03 08:18:00,2026-02-03 08:24:04,364,3,1,0,0,11
21567,5926,2026-02-03 11:08:00,2026-02-03 11:12:19,259,2,1,0,0,6
21569,5927,2026-02-11 10:46:22,2026-02-11 10:54:29,487,1,0,0,0,5
21570,5927,2026-02-18 10:48:00,2026-02-18 10:55:43,463,2,7,0,0,10
21571,5928,2026-02-09 19:48:00,2026-02-09 19:51:44,224,1,0,1,0,4
21572,5928,2026-02-11 10:44:00,2026-02-11 10:47:17,197,2,2,2,0,7
21573,5928,2026-02-12 12:25:00,2026-02-12 12:30:49,349,3,3,2,1,8
21574,5928,2026-02-12 12:58:00,2026-02-12 12:59:24,84,4,3,2,2,5
21575,5929,2026-02-02 14:26:45,2026-02-02 14:29:22,157,1,0,2,2,4
21577,5930,2026-02-04 08:56:00,2026-02-04 09:01:43,343,2,0,0,0,7
21576,5930,2026-02-04 19:04:00,2026-02-04 19:08:09,249,1,0,1,0,9
21578,5930,2026-02-05 13:51:00,2026-02-05 13:57:00,360,3,1,1,0,10
21579,5930,2026-02-09 19:03:00,2026-02-09 19:08:20,320,4,5,0,0,14
21580,5931,2026-02-14 00:43:11,2026-02-14 00:47:20,249,1,1,1,1,7
21581,5931,2026-02-16 12:19:00,2026-02-16 12:21:55,175,2,3,3,0,7
21582,5931,2026-02-17 22:12:00,2026-02-17 22:17:16,316,3,4,1,0,6
21584,5932,2026-02-08 17:03:00,2026-02-08 17:08:11,311,2,0,0,0,6
21583,5932,2026-02-08 20:10:00,2026-02-08 20:16:05,365,1,0,1,0,5
21585,5932,2026-02-12 17:20:00,2026-02-12 17:22:38,158,3,4,0,0,6
21586,5932,2026-02-15 15:36:00,2026-02-15 15:42:13,373,4,7,0,0,8
21588,5933,2026-02-05 14:14:00,2026-02-05 14:17:39,219,2,0,1,0,8
21587,5933,2026-02-05 19:25:24,2026-02-05 19:34:06,522,1,0,1,0,4
21589,5933,2026-02-12 12:19:00,2026-02-12 12:26:42,462,3,7,3,0,7
21591,5934,2026-02-05 10:48:00,2026-02-05 10:53:54,354,2,0,0,0,5
21590,5934,2026-02-05 12:25:22,2026-02-05 12:31:04,342,1,0,0,0,7
21592,5934,2026-02-05 22:28:00,2026-02-05 22:32:07,247,3,0,2,0,6
21593,5934,2026-02-09 07:35:00,2026-02-09 07:40:38,338,4,4,0,0,8
21594,5935,2026-02-12 18:31:22,2026-02-12 18:37:38,376,1,0,0,0,7
21596,5936,2026-02-04 07:33:00,2026-02-04 07:38:16,316,2,0,1,0,7
21597,5936,2026-02-04 10:22:00,2026-02-04 10:26:55,295,3,0,0,0,13
21595,5936,2026-02-05 01:00:39,2026-02-05 01:05:45,306,1,1,0,0,6
